textDisplay,label_manual
"Mau nanya, jika semua tumbuhan melakukan hal yg sama, yaitu menyerap co2 dan mengeluarkan oksigen, apakah tanaman sawit juga berlaku demikian? Jika ya, mengapa tanaman sawit yg semakin banyak ditanam justru tidak bisa mengurangi jumlah karbon di udara??",0
"@张韶涵張韶涵 ooh begitu. Terus kalau sawit mengonsumsi air yg tinggi, mengapa tanaman sawit tidak bisa menjadi penahan kelebihan air sehingga kalau musim hujan di daerah yg banyak pohon sawitnya justru yg keseringan banjir?",1
@@alyoumaakmal7565 begitu... Trima kasihh infonya,1
Enak jaman ku toh ?,1
"Mungkin perlu ganti istilah &quot;Pemerintah&quot;..<br>Klo diluar kan &quot;Government&quot;, dari kata &quot;Govern&quot; (lebih ke &quot;mengelola&quot; atopun berasa ada responsibility).<br>beda dengan &quot;Pemerintah&quot;, dari kata &quot;Perintah&quot;/ &quot;Merintah&quot; (nyuruh2 aja, mo apa bwt apa, terserah yg merintah).<br><br>cm main2 kata aja, jgn dimasukin ke hati, maap klo ada salah. 😆",1
ke Kalimantan 2021 kemarin buset sepanjang jalan sawit semua pohon nya,1
"Buset. Buka-bukaan banget justifikasi deforestasi untuk infrastruktur, oleh menterinya langsung pula.",1
PT. Alas kusuma grup. Perusahaan pembalakan hutan yg masih aktif bekerja sampai sekarang.,1
"Antek amerika bikin propaganda anti pemerintah. Ya beginilah barat mengatur dunia melalui segala cara,termasuk melalui akun youtube ini.",1
Paling tidak jaman Jokowi Deforestasi dari kebakaran dan Pembakaran lahan berkurang drastis.,2
Perusahaan asing sing ngenteke....,1
selanjutnya apakah papua hutannya yg habis...?,1
"Percaya gak percaya, pemindahan ibukota baru, akan berdampak terutama bencananya, semoga baik2 saja",0
Planga plongo merokeeeettt 😂😂😂😂,1
"Udh jangan ngeluh , anggap aja ujian",1
"TUHAN sudah memberikan begitu banyaknya kekayaan alam buat indoneaia, tp sayang manusianya gk bisa menjaga.",1
yang lagi di gadang2 pindah ibu kota negara.... kaya di paksa.. apa untuk di exploitasi lebih besar .. hutan dan hewan jadi korban.. 🤦🤦,0
"Sibuk bikin ibu kota baru, padahal masih banyak infrastruktur didaerah2 masih tertinggal,jalan, sekolah, kesehatan, kemiskinan",0
"Mau gimana lagi, sudah percuma berkomentar percuma memprotes Karna sudah tidak ada guna lagi tidak ada perubahan apa apa karna manusia itu serakah jadi kita tinggal menunggu bumi hancur dan manusia punah<br><br>Kalo hanya bicara tanpa adanya tindakan hutan kita tidak akan terselamatkan",1
"Pembukaan lahan sawit yang menghabiskan lahan, minimal 20 ribu hektar izin HGU satu perusahaan. Kalikan beberapa perusahaan, itu dibabat habis semua vegetasi sampai rumput nya jga kemana ekosistem rantai makanan juga akan ikut punah. <a href=""http://www.youtube.com/results?search_query=%23peace"">#Peace</a>",0
Saya sebagai warga Samarinda pun ikut sedih melihat apa yang sekarang terjadi... Cuaca nya sekarang lebih panas dari pada yang dulu...,0
"bodo amat, yang penting opung hut hut cuan cuan cuan.....",1
Pengen teriak ke telinga para pejabat goblok banget pengelolaannya😡😡,0
paru&quot; dunia di rusak,0
mulai terasa efeknya,1
Kalimantan akan banjir.. Liat aja.. Jangan senang dulu air lari itu ke daerah pesisir dekat laut..,1
Mau kemanapun ibukota pindah kalau lingkungan dirusak siap-siap kena imbasnya,0
Kalimantan ketiak dunia,0
Ah sudahlah,1
Mari tertawakan...yg ksh izin tambang dan sawit siapa..exploitasi saja biar kalimantan botak..sebotak2nya..biar kita cepat pada mati,0
"saya dan seluruh org seluruh dunia senang seh jika kalimantan jadi hutan,tetap menyandang paru2 dunia! tapi kenyataanya amerika atau negara yg koar2 tentg iklim seperti eropa,mereka lebih dulu mengekspoitasi alam.ini sperti tetangga sebelah kanan kiri kamu lebih dulu membabat pohon ditanah mereka jadiin kontran,kost2an, mendapatkan uang,dan jadi &quot;negara maju&quot; lalu saat kamu ikuti lgkah mereka kamu diplototin..dilaporin ke rt,kamu dilarang2,lalu saat kamu kepepet akhirnya kepaksa deh kamu menjual lahan kamu dan mereka yg beli...kan konyol itu!",0
Miris.,0
"Jadi inget sama warga papua yg hidup di salahsatu daerah yg hidup di bawah garis kemiskinan pedahal mereka hidup Di Tanah yg sangat kaya raya Dengan emas yg melimpah, mudah2n tidk terjadi sama masarakat kalimantan, mudah2n masarakat kalimantan hidup sejahtra dan mudah2n gak jadi kota mati seperti yg terjadi di negara lain yg memindahkan ibukota negara, tapi kita juga gak bisa tutup mata dan kita tau bahwa tanah jakarta semakin turun atau air laiut semakin naik yg artinya di waktu yg akan datang ada kemungkinan akan tenggelam Dan penduduk jakarta udah sgt padat, Kita semua Harus ber do,a mudah2n pemindahan ibukota adalah solusi terbaik untuk semua rakyat indonesia, dan demi kesetaraan peradaban manusia, jgn saling menghujat dan saling menyalahkan",1
"Semakin cepat dipindah semakin cepat hutan dikalimantan habis, ingat bro Kalimantan baru2 ini dilanda banjir, kota yg tidak biasa banjir malah banjir, mending IKN pindah ke Papua biar harga bensin disana murah",0
​@@DenyKazutopindah ke batam aja sih harusnya. Kan mau dibikin kayak sg batam. Wilayahnya juga lebih luas 7 kali lipat dari singapura. Dijadikan pusat bisnis bisalah,1
@@lusiyani7313 bisnis ngelonte ya banyak,0
Gobloknya kita ini lingkungan sendiri di rusak sedangkan modal asing masuk untuk merusak lingkungan kita apresiasi!<br>Mungkin kiamat di indonesia bisa terjadi lebih cepat dan saya sangat berharap kiamat segera terjadi biar kita manusia mempertanggungjawabkan perbuatan semasa hidup di hadapan TUHAN!,0
"ini adalah sebuah dilema, suatu daerah dianggap maju jika banyak pabrik/kantor/pemukiman yg padat, kl masih banyak yg hijau artinya suatu daerah itu dianggap terbelakang. saya merasakan sendiri di Kabupaten Nganjuk dulu sebelum banyak pabrik² hawanya sejuk dan kabupaten ini dianggap sebagai kabupaten yg miskin.",2
skrg dibuka pabrik jadi kaya ga?,1
"​@@dynex84tambah miskin, dan daerah setempat banyak pindah",0
Bener banget. Kebanyakan masyarakat indonesia yang berpikiran seperti itu. Tolak ukur kota maju itu banyak gedung2 tinggi dan banyak mall 😂😂,0
Salah satu penyebabnya adalah tanah Kalimantan Bukan milik orang Kalimantan melainkan tahta kepemimpinan pemerintahan Indonesia. Contohnya pak Prabowo Subianto dengan 220.000 Ha tanahnya dikalimantan. Lucu memang tapi apa mau dikata lagi.,0
mau komen takut menghilang,1
Manusia ingin kaya harta dan bisa kaya dg mengeruk materi yg berguna. Modern (baru) bertumpu pada eksploitasi sumber daya alam. Sedihnya kita tidak bisa mengelak kenyataan ini. Kita seperti mendesain bumi ini untuk kiamat akibat kerakusan kita sendiri.<br>Saya pun sedih karena hp yg saya punya adalah produksi yg hulunya adalah hasil tambang.,0
"Warg pribumi kebanyakan setuju hal ini karena uang, liat skrng kepala pribumi di kalimantan bahkan punya Lamborghini",0
Bedanya para aktifis lingkungan dan pembuat kebijakan adalah kalau aktifis berfikir utk 100 tahun kedepan kalau pembuat kebijakan hanya berfikir utk 5 - 10 tahun kedepan.,0
"Aktifis lingkungan pertimbangan nya fokus pada bidang lingkungan saja, sedangkan pemerintah, selain fokus pada lingkungan, juga harus fokus pada ekonomi, pembukaan lapangan kerja, penuntasan kemiskinan, tata kelola ruang dan lingkungan, industri, dan masih banyak lagi. Makanya susah",1
"Hal ini tak terelakkan.<br>Seperti perkiraan dan imajinasi para movie maker/novel dsb, bumi ke depannya bakal susah ditempati manusia.<br><br>Dan penyesalan selalu muncul bak super hero telat datangnya.<br>Salut buat segelintir orang2 yg berusaha menjaga bumi. Mereka dikeroyok 1 vs banyak kepentingan para elits yg dilindungi negara. <br><br>Setidaknya gua udah liat byk keindahan bumi dari nat geo, bbc earth, dsb.<br>Bye2 beautiful earth u will be missed a lot in due time.",0
Otak pejabat tak sampai pemikiran nya kesitu emba.karna memang jadi pejabat.bukan karna jenius brlian .melain kan karna duit.jadi isi otak nya cuman duit.<br>Wiwik.itu aja.yang jenius baru1.dokter yang bisa ciptakan alat trapi itu.itu pun di benci ya maklum.sirik tanda tak mampu.orang seperti iti bacocok mrntri kesehatan.karna memang otak nya sehat.,0
"Kalo seperti ini Pemerintah harus <b>Bertanggungjawab</b> untuk membuat regulasi deforestasi dan menegakan pengawasan seketat mungkin agar hal ini bisa di reduce, karena resiko nya makin lama akan semakin besar/ parah.<br><br>Terutama perusahaan yang nakal mereka dengan enaknya mendapatkan konsesi hutan tanpa adanya pengembalian alam ke bentuk aslinya. Kebanyakan mereka setelah habis ditinggalkan begitu aja, mereka kabur dan pergi ke tempat baru.",0
gedhe juga yaa banjirnya.. padahal termasuk daerah daratan tinggi,1
<b>cukong dan pejabat serakah cepat lengser</b>,0
"Sdah cukup besar pengorbanan hutan kalimantan untuk sawit, tetapi knpa minyak goreng nya msih mahal jga ya..",1
"narasi seperti ini perlu digaungkan karena narasi yang beredar di masyarakat kalimantan menganggap bertambahnya aktivitas pertambangan berdampak baik bagi mereka karena ada sebagian lahan mereka yang dapat ganti rugi dan tersedianya lapangan pekerjaan bagi penduduk lokal maupun dari luar provinsi, yang mereka lupa adalah efek jangka panjang dari deforestasi. semoga isue yang di angkat selanjutnya adalah masalah ilegal tambang di kalimantan yang tentunya menjadi salah satu penyebab deforestasi.salam dari kalimantan tengah",1
Mana ada yang perduli mas mas... kami di kalimantan ini sudah di bungkam mulut kami oleh pemerintah daerah...kalau kami terlalu banyak omong kami di intimidasi....mana ada yg perduli kalau kami di intimidasi ...leboh baik sama sama cari aman,0
Kok bisa keluar ya izin Amdal nya ke perusahaan perusahaan tersebut,1
"PR kita bersama seluruh warga dunia, deforestasi sudah sejak manusia pertama ada, terlebih setelah revolusi industri pertama di eropa. sepertinya hutan di sana sudah hampir habis tertelan oleh lahan pertanian dan perkebunan. Bukan mengecilkan peran pemerintah dan rakyat indonesia, hanya membesarkan view saja.",0
Sawit biang keroknya,0
"pembangunan ekonomi dan insfrastruktur merata berkedok perusakan hutan....lihat aja ntar IKN klo sudah jadi siapa yg diuntungin, rakyat / golongan tertentu",0
indahnya indonesiaku,2
"Udah babat aja semua biar eropa krisis cuaca, jadilah Indonesia negara adikuasa",0
"Berbenturan dgn kebutuhan manusia yg tdk bisa lepas dari alam. Misal manusia butuh minyak goreng, butuh batubara, butuh gas alam, butuh kayu, dll. Mau tdk mau Alam sprti hutan memang perlu dikorbankan. Klau tdk dikorbankan, kita tdk bisa melihat Bimoli, batubara, kertas, dll.",2
"Dimanfaatkan asal tidak berlebihan dan ada usaha untuk pelestarian. Yang ini sepertinya sudah di luar batas dan tidak bisa dinikmati warga lokal, malah bencana yg ada",1
Hanya bisa bilang hancur paru2 dunia..,0
"Seperti lagu Iwan fals &quot;ISI RIMBA TAK ADA TEMPAT BERPIJAK LAGI&quot; <br>Lirik nya &quot;mendengar gergaji tak pernah berhenti demi kantong pribadi ,tak ingat rejeki generasi nanti&quot;",1
"yahhh begitulahh...<br>sedih liat alam sekarang, sudah sepantasnya bencana yang mengurangi populasi manusia serakah...",0
Bodo amat... Yang penting pejabat-pejabat kaya... Mau Indonesia hancur mereka tinggal kabur ke luar negeri dan menghabiskan masa hidup mewah di pulau tropis,0
MAKANYA INSYUR PERHUTANI DI UGM GA LULUS......LAHHH HUTAN DITEBANGI.......BENER ELO GA PERNAH SEKOLAH......BENER UI JULUKAN DENGAN &quot;KING OF LIP SERVICE&quot;,0
ngomongin Anis ini ya 🤣,1
@@alean13 kok yaa masih ada orang indonesia kyk gitu.....apa kita harus undang pesulap merah untuk membongkar nya.....huahahahahaa,1
"@@bakriebakron266 kok ada orang indonesia kemakan omongan buzer politik. selow, tiap orang ada plus minusnya 😆",1
Sulit mencari orang yang peduli akan hutan....,0
"Kalimantan Barat, Sintang khususnya tempat sy tinggal.. bener&quot; berbeda dengan suhu dulu tahun 2000an, sekarang malam aja bisa keringetan brok panas padahal tahun 2003 kalo malam sejuknya bukan maen",0
"keluhan rakyat kalimantan mungkin di tutupi, tapi kata2 jin buang anak hanya segelintir orang yg pro rezim yg mempermasalhkannya dengan bawa2 rakyat kalimantan.sesungguhnya mungkin terbalik",0
Aku kangen Harrison Ford yang ngomelin menteri KLH di masa lalu.,1
Mna suara nya orng kalimantan😥,1
Ngk ada .cuma kmu.h ha,1
Ini pemerintah punya kerja....merompak,1
"Semua ini fakta yg disampaikan tim narasi, saudara saya yg tgal di palangkaraya blng pohon besar&quot; Hutan lebat di tebang di ganti tanaman seperti singkong. Imbas kerjasama pemerintah dgn perusahaan pangan luar negeri. Pas banjir kemarin jalan palangkaraya sampit sampe hancur sulit di lewati",0
"makin ke sini makin ke sana yah, pejabat tuh kyk gak punya hati atau gi mn sih, mereka di gaji leih dari orang kebanyakan supaya menentukan arahan yang benar, malah korupsi terus, mereka apa gak mikir orang sekitar, emang kalo hutan gundul mereka mau tingga di lahan tandus gitu, seperti dunia ini miliki mereka senediri dah. pingin gw tampol asli. udh gedek gw.",0
Bukan kah pohon sawit juga melakukan potoaintesis sehingga menghasilkan oksigen kembali,0
"padi jg fotosintesis, tetep aja hutan industri tidak bisa menggantikan hutan alami (heterogen) terutama dalam produksi oksigen.",1
jir gw kaya RAJA yg membaca dan menerima informasi dari satuan rahasia wkwkwkk<br>kren<br>baiklah &quot;lanjutkan menebang!!!,0
Sudah jelas merusak lingkungan tapi masih dibela2. Hadehhhh,0
pemerintahan Jokowi adalah pemerintahan pengusaha tambang dan sawit,0
"Yang di untung kan segelintir orang, yang kena imbasnya 1 pulau kalimantan",0
"Yg membabat hutan Kalimantan adalah orang orang elit dan orang luar Kalimantan, selama ini masyarakat adat Kalimantan sudah banyak menolah karena merusak hutan adat, tapi apa yg terjadi, banyak warga ditangkap dan dipenjarakan seperti kasus kikipan.kemudian kalian bilang orang Kalimantan diam saja.",0
"Brarti enggak jadi cuan dong, Pada saat negara untung di saat yang sama negara rugi, karena infrastruktur rusak lagi.",0
Kenapa gak di buka aja siapa saja yg punya perusahaan2 brengsek dan afiliasinya si min!Uda tanggung ini,1
Knp foto mbah harto disandingkan dgn jkw? Bkn krn sama merakyat tp krn jiwa &quot;bisnis&quot; nya sama dalam melihat kalimantan.,1
Pffft,1
Adu gengsi dan keserakahan,0
"IKN itu sendiri yang bakalan jadi pembuka exploitasi terang terangan nantinya, dan akan di anggap WAJAR, karena narasinya &quot; ga mungkin donk IKN di kelilingi hutan",2
IKN konsepnnya hutan kota to om....,1
​@@fredyoksana9476 kan itu konsepnya. Kedepannya kan kita gak tau. Kayak gak tau pemerintah aja,1
@@lusiyani7313 ya kan aturanua begitu,1
Tumben narasi nya ngk yambung,0
"jadi solusinya apa? yang saya tahu eropa sama amerika hutan hujannya sudah abis karena mereka sendiri. amerika dan brazil juga ada kesepakatan dimana hutang brazil diubah jadi investasi untuk mempertahankan hutan di brazil yang dibutuhkan karena &quot;paru-paru&quot; dunia, nah indonesia harusnya juga bisa pakai keuntungan ini, kita punya hutannya, amerika dan eropa butuh hutan itu karena dampak iklimnya kerasa sekali ke mereka, tinggal pintar-pintarnya pemerintah aja. misal nih, amerika dan eropa harus ngasih setoran besar untuk indonesia, karena kan hutan kita salah satu paru-paru dunia. ini tulisan asal aja, pernah baca soalnya tapi lupa dimana, semoga ada solusi untuk semua ini, karena bingung juga, ekonomi indonesia lagi berkembang",0
"sudah bang, negara2 maju sudah ngasih dana &quot;hibah&quot; ke indonesia buat konservasi. ada, cari aja. tp ya tinggal eksekusinya aja buat apa aja dananya.",1
"habis dari mana, org rainforest amerika dkk masih ada",1
"Hidup IKN biar dunia nga bisa napas yak eh Indonesia bagian dari dunia 😂😂, pinter banget presiden Indonesia joss gandoz pandangan masa depannya hehe",0
Penjajahan versi politik menggunakan orang dalam..<br>Pejabatnya korup.rakyatnya dibunuh&amp;disengsarakan..,0
GANTI PRESIDEN 2024...,1
Ya kn emg ada pemilu kwkw,1
"Penyebaran penduduk tdk merata...,kalau hutan diluar jawa tdk blh dibuka maka ekonomi hanya berputar di jawa. Kpn terjadi pemerataan ekonomi dan keadilan pembangunan?",1
"Saya warga berau sangat setuju bahwa pembukaan lahan sawit di sini sangat pesat, dan itu berdampak sekali dari iklim beberapa tahun terakhir yang semakin memanas",0
Tidak belajar dri jakarta.trus Kalimantan mau di jadikan jakarta ke dua. Abis itu mana lagi,1
"bagus, dong jd pusat ekonomi kan maksudnya",2
"Kalimantan itu hancur krn pembukaan lahan besar²an untuk korporasi perkebunan sawit, wilayah² hulu yg dlnya hutan penyangga berubah jd ladang sawit jd gak heran sjk marak sawit banjir pun jg makin sering melanda kalimantan",0
"SJW, sok jadi warrior,<br><br>kenapa terjadi penebangan hutan, inilah bebebarap alasanya :<br>1. pohon di olah jadi kertas, mebel , bahan bangunan<br>2. tanah di olah jadi batu bata, gerabah, genteng<br>3. di bawah tanah ada mineral, batu bara dan batu mulia<br>4. terjadi urbanisasi / pembebasan lahan perkebunan<br><br>jadi jika memang tidak ingin hutan di tebang hiduplah telanjang seperti zaman purba yg tidak perlu membuat rumah dari pohon dan tanah, menaiki kendaraan bermotor yg berasal dari besi dan migas yg ada di dalam tanah, dan hiduplah dengan child free agar tidak terjadi urbanisasi supaya penduduk tetap sedikit tidak seperti sekarang yg di dalam data statistik luas pulau jawa sekitar 120 jt km² sedangkan penduduknya sekitar 145 jt jiwa yg hidup di pulau jawa, yg menyebabkan urbanisasi dan perluasan wilayah pemukiman ke kalimantan",0
"Masalahnya wilayah tropis gini dijadiin tumbal.<br><br>Mereka di barat hingar bingar kota ga pernah mati 24 jam, penggunaan pelastik pun juga sama, asia kena salah, tapi kalau lo liat di luar orang2 belanja masih banyak yang pake pelastik, botol kaleng2 pun setiap harinya banyak dibuang.<br><br>Kalau asia dan afrika, ga bisa bergantungan hidup dari sumber daya alamnya, trus darimana? Apa mau pihak eropa yang urus campur dengan embel2 eco friendly mining?",0
"@@xandxtorm5526 yg namanya mining itu pengerukan, dalam bentuk apapun, eco frendly itu frendlinya ke kita apa ke mereka??",0
Mereka orang2 barat itu selalu pake double standard kalo ma negara2 Asia macam kita. Padahal mereka dah lebih dulu gundulin hutan2 mereka.,0
"Percuma sii. Orang yang nanam Sawit dan yg punya tambang aja ngsk Tidur di Kalimantan mereka ngak bakal perduli. lalu mengharapkan pemerintah, Yakin lu???? <br>Yg bisa dilakukan adalah masyarakat harus bersatu dan melawan. Karna yang akan menerima dampak buruknya hanya masyarakat. Justru kalu kita diam saja mereka bakal senang mengeruk hasil dari bumi Kalimantan ini.",1
Menteri lingkungan adem ayem,1
"Sedih sebenarnya lihat Kalimantan. Dari dulu sampai sekarang habis dieksploitasi. Jangan harapin pemerintah deh, masyarakat lokal harusnya yang berusaha melindungi lingkungan nya sendiri. Manusia rakus dari pulau Jawa yang terus menerus meng-eksploitasi kekayaan alam Indonesia. Lahan lama Kalimantan, lahan baru yang segera berakhir seperti Kalimantan, adalah Tanah Papua.",0
Kompak lah semua warga kalimantan. Pertahankan hutan kalian demi masa depan anak cucu kalian,0
Memang cuaca skrg makin extrem. Klo alam sudah rusak manusia juga akan punah.,0
Pembangunan di kalimantan itu hanya kiasa politik semua bermain petak kumpet <br>secara logika ngapain bangun ibu kota di tengah hutan kenapa tidak membuat jalur rel kereta api saja <br>ehh lupa kalau ada jalur kereta api nanti keliatan hutan yang gundul2 dari jendela kereta wkkw,0
"Tlg bahas BUMN kita sektor terkait hutan&amp;pemanfaatan yakni kertas. Kita pny pabrik kertas bhkn dlu sempat menjdi macan asia krn ekspor hingga timurtengah. Smua sblm&amp;msh kecilnya kompetisi oleh swasta. Sbg conto Era kcil masa skolah dlu beli buku tulis merk letjes/leces. Hebatnya dr smua anak kota&amp;bhkan diujung gunung bs beli krn terjangkau. Next muncul SiDu swasta yg diklaim lbh bgus ttpi hrg terpaut jauh lbh dr produksi bumn kita. Bkn benah dlm kompetisi malah muncul isue disuntik mati baik dr pihak dlm/luar. Hingga pd akhirnya monopoli trjdi hingga pasca kematian leces. Data terkait kbutuhan kertas domestik serupa kbutuhan pokok. Hal yg paling mencolok adlh dlm penggunaan rokok. Slmtkan bumn kita dr tangan2 culas krn sjatinya bumn kontrol ekonomi kita. Bangkitkan kembali pt kertas kita! Andai bulog tdk sangkut hajat hidup org byk, hari ini kita pun dpt lihat runtuhnya tembok2 bangunan itu.",1
merem om percuma,0
"@@yusrilrzkyy9750 wakil rakyat kita yg terhormat dpr merem gak awasi. kementrian kita merem bagai angin lalu. Pdhl kertas konsumsi harian dr sekolah, kantor, bakery, produsen brg, produsen sparepart, sampai packaging rokok. Sumbang brp Triliun kok malah mati&amp;dimatikan. Skrg dikuasai swasta yg kaya anak turunnya.",0
"hutan kami di kalimanan habis karena ekploitas mereka yg di pulau jawa sana, pembangunan kami jauh tertinggal sementara hasil alam kami habis dikuras dibawa keluar, save borneo",0
Terancam ancurrr... negri Wakanda,0
"Yg penting duit, mumpung masih hidup ngumpulin duit, masa depan hacur tak masalah biarkan cucu cicit yg nanggung pasti mereka pintar-pintar mengatasinya<br>Begitulah pikiran manusia serakah<br><br>Gugat secara internasional agar merasa malu negara ini, oh iyaa muka mereka-mereka sudah tebal",0
"Nah iya kan trnyata byk yg berpikir sama, waktu pertama kali saya mendengar kalimantan mau dibangun ikn, kepikiran kalimantan ini kan pemasok oksigen dan paru-paru dunia, jika ada ikn dan pembangunan disekelilingnya dan nnt merambah ke seluruh pulau??? 😱<br>Disana juga kan panas ya, pasang ac pasti. Waktu tau disana susah air dan ngebangun tanggul, sebenernya pejabat disana gimana ya ngurusnya? kok gara2 ikn ini malah baru bangun???",0
Negara maju: ayo kita tanam pohon untuk menyalamatkan dunia<br>Negara berflower:<br><br><br><br><br><br><br><br><br>Hehe boi,1
"Jd pilih presiden selanjutnya yg bnr ya! Pilih yg berani lawan oligarki, bukan yg malah jadi bonekanya!",1
"Selalu ada trade of antara kepentingan ekonomi dengan kerusakan lingkungan yang di timbulkannya, tinggal di mana pemerintah dapat memberikan solusi jalan tengahnya, agar kepentingan ekonomi terpenuhi tanpa menyebabkan adanya kerusakan lingkungan. Ekploitasi manusia terhadap alam menyebabkan ekploitasi manusia terhadap manusia semua itu terjadi karena keserakahan manusia, keserakahan terjadi karena ketidakmampuan manusia mengendalikan keiingannya. Sesuai apa yg di bilang sama al-quran telah tampak kerusakan didarat dan di laut akibat dari perbuatan tangan manusia; allah menghendaki agar mereka merasakan sebagian dari (akibat) perbuatan mereka, agar mereka kembali kepada jalan yg benar : QS Ar-rum 41",0
Saya petani sawit nyari makan di sawit...siapa yang menikmati carbon.,0
"Mungkin benar jika jkw orangnya bersih jujur, tp kebijakan2 nya bak kue yang lezat bagi tikus2 berdasi.",0
Kita lihat saja apa yg akan terjadi setelah ibukota baru sudah berfungsi.,1
"Kebutuhan masyarakat yg sejatinya hanyalah angan2 dan gak merata &#39;apa sih yg masyarakat butuhkan saat ini&#39; yg dikedepankan &#39;pride&#39; semata saja. Lagi dan lagi yg diuntungkan kembali ke lingkaran elit parpol itu sendiri.. gila deh gimana nasib asn yg pangkatnya masih rendah butuh pulang/pergi ke kota asalnya sdgkan tiket mahal sekali..gajinya cuma cukup buat hidup di kota orang, boro2 cukup buat ongkos pesawat.. 😈🙀🛩️",0
Sebagai warga kalimantan barat cuma bisa bilang: &quot;malas nak ngomong dah...&quot;,1
Ambil aja sawitnya kalau yg punya pemerintah,1
pusing lah butuhkemajuan juga butuh alam..dan di dampingi keserkahan......kiamat semakin dekat...,0
"Manusia akan binasa, Karena keserakahannya sendiri",0
Oligarki yang harus tanggung jawab di dunia dan akhirat nanti,0
Mayoritas pemilik lahan sawit dan perambahan hutan di Kalimantan di miliki dan di lakukan pejabat2 dan pengusaha dr luar Kalimantan....dgn embel2 hutan HGU dan CSR...,0
Masalah Ini yang tidak diberitakan oleh media-media pendukungnya. Media seharusnya netral. Namun kenyataannya media skrg juga ikut berpolitik. Menjadi alat untuk memberi image buruk lawan atau untuk menjatuhkan lawan. Tau lah siapa aja.,0
Modus bikin ibukota. Pdhl mah nebangin pohon..,0
"Sekalian nitip pesan min, di Singkawang sering terjadi pengerukan tanah, dulu ada gunung sekarang gunungnya dah habis di keruk, jadi bukan hanya pohon, tp sampai tanahnya pun diambil.<br><br>makanya beberapa waktu lalu di singkawang terjadi banjir besar, karena air yg dulu ditampung tanah di gunung tersebut dan pohon2 sekarang sudah botak/gundul",0
"Bnyk pengusaha tambang kaya raya dari kalimantan , mngkin mrk itu yg pd ngeruk dan bikin longsor",0
"​@@Cranberriezsudah pasti bang, pengusaha kasi pelicin ke pejabat aparat.. Giliran rakyat protes, rakyat malah ditindas.. Banyak kasus seperti pak Salim kancil disini terjadi, pengusaha semakiiiiin kaya raya, rakyat yg miskin dibiarkan semakin miskin.. Kecemburuan sosial juga disana tinggi, ga heran sering juga ilmu hitam utk melancarkan aksi rakus mereka, ad tuh salah satu daerah tambang besar di Kendawangan, cari tau aj sendiri gimana kehidupan disana..",0
😢😢😢,1
Sabar ya sodaraku. Saya tinggal di pulau jawa. Saya turut prihatin. Di pulau jawa pun masih daerah2 dijadikan kawasan industri dan kota mandiri. Sedih pastinya nanti semua desa akan berubah jadi kota. Desa2 cantik hanya tinggal kenangan. Saya jadi ingin pindah negara,0
"Paru2 dunia dibanggakan dan dijadikan alasan supaya Indonesia tidak boleh maju dan berkembang, pulau lain gimana khususnya P Jawa dan luar negeri gimana ?",1
"Di temapatku, kabupaten Sukamara, Kalimantan,. Kmarin terjadi bnjir hingga sebulanan... Awal tdk pernah bnjir separah ini... Sawit perusahaan terus meluas",0
"Kalian dukung tuh program JOKOWI. . <br>Yang merusak bangsa ini. <br>Menghamburkan uang 600 T. <br>Disaat negara ktitis, .",0
Akankah tiba masanya di mana pohon pohon asli digantikan oleh pohon pohon “Sintetis”?,0
Yang penting untuk pembangunan Jawa dan supaya tidak ada mati lampu,0
"Sekarang pulau papua nih yg jd korban berikutnya, selain tambang, sawit dah mulai menggeliat disana",0
"yuk bisa yuk, masih 70% sisanya. larang penebangan &amp; laksanakan reboisasi.",0
Pak kat dayak hutan Kalimantan menyusut ditunggu mandau terbangnya buat ngusir pembabat hutan,0
Cie cie yg senang kena banjir krn hutan nya habis hnya untuk cuan..,0
Haji nya semakin sugih,1
"Meteri nya, konsep penyampaian bagusss bngtttt ❤",2
Kan presiden kita pengusaha kayuuu..,1
"Memang media SJW. Saya harap wartawan dan karyawan dari Narasi tinggal di hutan, jangan di Jakarta, agar konsisten dengan beritanya.",1
"The end of the world can be stop now.. at this moment, yes.",1
"Yang komen cinta alam tapi masih buang sampah plastik sembarangan, mana suaranya.",1
Cuma kamu.yg lain ngk ada.wkwk,1
@@marsmello8670 ahaha...,1
"semoga para pemangku kebijakan tersadar semua, jangan hanya aktif menjelang pemilihan saja tapi harus aktif juga tentang isu lingkungan hidup kita.....haturnuhun narasi crew",1
"Cukup jakarta saja yg hancur dan tenggelam sebagai ibukota, semoga kalimantan sebagai paru paru dunia masih memegang dan mejaga alamnya",0
Apakah Jokowi melihat video ini?,1
"Ini narasi kadrun apa gimana? jangan salah drun mau sebanyak apapun hutan ditebang tidak peduli yang penting pembangunan ikn berjalan lancar, kalau ikn jadi kan kalian juga yang menikmatinya bahkan pekerja asing pun juga bisa menikmatinya, ini semua sesuai dengan apa yang direncanakan pakde",0
Ada negara meju yang punya hutan lebat.,1
Panglima kalimantan mohon kebijakannya ini. Berdampak sekali bagi saudara di Kalimantan,0
"<a href=""https://www.youtube.com/watch?v=qlB7vg4I-To"">https://youtu.be/qlB7vg4I-To</a><br><br>Itu film documenter keren, expedisi indonesia biru, tambang kalimantan dan pejabat negara yg jd pemilik nya",0
"Setiap pembangunan psti selalu ada dampak jeleknya, sederhananya macam bangun perumahan, yg tdinya sawah",2
Ya tapi jangan ugal2an dong. Tetap memperhatikan alam,0
