normalized_text,label_manual
pr kita bersama seluruh warga dunia deforestasi sudah sejak manusia pertama ada terlebih setelah revolusi industri pertama di eropa sepertinya hutan di sana sudah hampir habis tertelan oleh lahan pertanian dan perkebunan bukan mengecilkan peran pemerintah dan rakyat indonesia hanya membesarkan view saja,0
sawit biang keroknya,0
pembangunan ekonomi dan insfrastruktur merata berkedok perusakan hutanlihat saja nanti ikn kalau sudah jadi siapa yang diuntungin rakyat golongan tertentu,0
indahnya indonesiaku,2
udah babat saja semua agar eropa krisis cuaca jadilah indonesia negara adikuasa,0
berbenturan dgn kebutuhan manusia yang tidak bisa lepas dari alam misal manusia butuh minyak goreng butuh batubara butuh gas alam butuh kayu dll mau tidak mau alam sprti hutan memang perlu dikorbankan klau tidak dikorbankan kita tidak bisa melihat bimoli batubara kertas dll,2
dimanfaatkan asal tidak berlebihan dan ada usaha untuk pelestarian yang ini sepertinya sudah di luar batas dan tidak bisa dinikmati warga lokal malah bencana yang ada,1
hanya bisa bilang hancur paru dunia,0
seperti lagu iwan fals isi rimba tidak ada tempat berpijak lagi lirik  mendengar gergaji tidak pernah berhenti demi kantong pribadi tidak ingat rejeki generasi nanti,1
yahhh begitulahhsedih liat alam sekarang sudah sepantasnya bencana yang mengurangi populasi manusia serakah,0
bodo amat yang penting pejabatpejabat kaya mau indonesia hancur mereka tinggal kabur ke luar negeri dan menghabiskan masa hidup mewah di pulau tropis,0
makanya insyur perhutani di ugm tidak luluslahhh hutan ditebangibener kamu tidak pernah sekolahbener ui julukan dengan quotking of lip servicequot,0
ngomongin anis ini iya,1
alean  iya masih ada orang indonesia seperti gituapa kita harus undang pesulap merah untuk membongkar nyahuahahahahaa,1
bakriebakron  ada orang indonesia kemakan omongan buzer politik selow tiap orang ada plus minusnya,1
sulit mencari orang yang peduli akan hutan,0
kalimantan barat sintang khususnya tempat sy tinggal benerquot berbeda dengan suhu dulu tahun an sekarang malam saja bisa keringetan brok panas padahal tahun kalo malam sejuknya bukan maen,0
keluhan rakyat kalimantan mungkin di tutupi tapi kata jin buang anak hanya segelintir orang yang pro rezim yang mempermasalhkannya dengan bawa rakyat kalimantansesungguhnya mungkin terbalik,0
aku kangen harrison ford yang ngomelin menteri klh di masa lalu,1
mna suara  orng kalimantan,1
engga ada hanya kmuh ha,1
ini pemerintah punya kerjamerompak,1
semua ini fakta yang disampaikan tim narasi saudara saya yang tgal di palangkaraya blng pohon besarquot hutan lebat di tebang di ganti tanaman seperti singkong imbas kerjasama pemerintah dgn perusahaan pangan luar negeri pas banjir kemarin jalan palangkaraya sampit sampai hancur sulit di lewati,0
makin ke sini makin ke sana yah pejabat tuh seperti tidak punya hati atau gi mn  mereka di gaji leih dari orang kebanyakan supaya menentukan arahan yang benar malah korupsi terus mereka apa tidak mikir orang sekitar emang kalo hutan gundul mereka mau tingga di lahan tandus gitu seperti dunia ini miliki mereka senediri sudah pingin aku tampol asli sudah gedek aku,0
bukan kah pohon sawit juga melakukan potoaintesis sehingga menghasilkan oksigen kembali,0
padi jg fotosintesis tetep saja hutan industri tidak bisa menggantikan hutan alami heterogen terutama dalam produksi oksigen,1
jir aku kaya raja yang membaca dan menerima informasi dari satuan rahasia wkwkwkkkrenbaiklah lanjutkan menebang,0
sudah jelas merusak lingkungan tapi masih dibela hadehhhh,0
pemerintahan jokowi adalah pemerintahan pengusaha tambang dan sawit,0
yang di untung kan segelintir orang yang kena imbasnya pulau kalimantan,0
yang membabat hutan kalimantan adalah orang orang elit dan orang luar kalimantan selama ini masyarakat adat kalimantan sudah banyak menolah karena merusak hutan adat tapi apa yang terjadi banyak warga ditangkap dan dipenjarakan seperti kasus kikipankemudian kalian bilang orang kalimantan diam saja,0
brarti tidak jadi cuan dong pada saat negara untung di saat yang sama negara rugi karena infrastruktur rusak lagi,0
kenapa tidak di buka saja siapa saja yang punya perusahaan brengsek dan afiliasinya si minuda tanggung ini,1
kenapa foto mbah harto disandingkan dgn jkw bukan karena sama merakyat tapi karena jiwa quotbisnisquot  sama dalam melihat kalimantan,1
pffft,1
adu gengsi dan keserakahan,0
ikn itu sendiri yang bakalan jadi pembuka exploitasi terang terangan nantinya dan akan di anggap wajar karena narasinya quot tidak mungkin dong ikn di kelilingi hutan,2
ikn konsepnnya hutan kota to om,1
fredyoksana kan itu konsepnya kedepannya kan kita tidak tau kayak tidak tau pemerintah saja,1
lusiyani iya kan aturanua begitu,1
tumben narasi  engga yambung,0
jadi solusinya apa yang saya tahu eropa sama amerika hutan hujannya sudah habis karena mereka sendiri amerika dan brazil juga ada kesepakatan dimana hutang brazil diubah jadi investasi untuk mempertahankan hutan di brazil yang dibutuhkan karena quotparuparuquot dunia nah indonesia harusnya juga bisa pakai keuntungan ini kita punya hutannya amerika dan eropa butuh hutan itu karena dampak iklimnya kerasa sekali ke mereka tinggal pintarpintarnya pemerintah saja misal nih amerika dan eropa harus ngasih setoran besar untuk indonesia karena kan hutan kita salah satu paruparu dunia ini tulisan asal saja pernah baca soalnya tapi lupa dimana semoga ada solusi untuk semua ini karena bingung juga ekonomi indonesia lagi berkembang,0
sudah bang negara maju sudah ngasih dana quothibahquot ke indonesia buat konservasi ada cari saja tapi iya tinggal eksekusinya saja buat apa saja dananya,1
habis dari mana orang rainforest amerika dkk masih ada,1
hidup ikn agar dunia nga bisa napas yak eh indonesia bagian dari dunia pinter banget presiden indonesia joss gandoz pandangan masa depannya ,0
penjajahan versi politik menggunakan orang dalampejabatnya koruprakyatnya dibunuhdisengsarakan,0
ganti presiden,1
iya kan emg ada pemilu kwkw,1
penyebaran penduduk tidak meratakalau hutan diluar jawa tidak blh dibuka maka ekonomi hanya berputar di jawa kapan terjadi pemerataan ekonomi dan keadilan pembangunan,1
saya warga berau sangat setuju bahwa pembukaan lahan sawit di sini sangat pesat dan itu berdampak sekali dari iklim beberapa tahun terakhir yang semakin memanas,0
tidak belajar dri jakartatrus kalimantan mau di jadikan jakarta ke dua habis itu mana lagi,1
bagus dong jadi pusat ekonomi kan maksudnya,2
kalimantan itu hancur karena pembukaan lahan besaran untuk korporasi perkebunan sawit wilayah hulu yang dlnya hutan penyangga berubah jadi ladang sawit jadi tidak heran sjk marak sawit banjir pun jg makin sering melanda kalimantan,0
sjw sok jadi warriorkenapa terjadi penebangan hutan inilah bebebarap alasanya pohon di olah jadi kertas mebel bahan bangunan tanah di olah jadi batu bata gerabah genteng di bawah tanah ada mineral batu bara dan batu mulia terjadi urbanisasi pembebasan lahan perkebunanjadi jika memang tidak ingin hutan di tebang hiduplah telanjang seperti zaman purba yang tidak perlu membuat rumah dari pohon dan tanah menaiki kendaraan bermotor yang berasal dari besi dan migas yang ada di dalam tanah dan hiduplah dengan child free agar tidak terjadi urbanisasi supaya penduduk tetap sedikit tidak seperti sekarang yang di dalam data statistik luas pulau jawa sekitar jt kamu sedangkan penduduknya sekitar jt jiwa yang hidup di pulau jawa yang menyebabkan urbanisasi dan perluasan wilayah pemukiman ke kalimantan,0
masalahnya wilayah tropis gini dijadiin tumbalmereka di barat hingar bingar kota tidak pernah mati jam penggunaan pelastik pun juga sama asia kena salah tapi kalau kamu liat di luar orang belanja masih banyak yang pake pelastik botol kaleng pun setiap harinya banyak dibuangkalau asia dan afrika tidak bisa bergantungan hidup dari sumber daya alamnya terus darimana apa mau pihak eropa yang urus campur dengan embel eco friendly mining,0
xandxtorm yang namanya mining itu pengerukan dalam bentuk apapun eco frendly itu frendlinya ke kita apa ke mereka,0
mereka orang barat itu selalu pake double standard kalo ma negara asia macam kita padahal mereka sudah lebih dulu gundulin hutan mereka,0
percuma sii orang yang nanam sawit dan yang punya tambang saja ngsk tidur di kalimantan mereka ngak bakal perduli lalu mengharapkan pemerintah yakin kamu yang bisa dilakukan adalah masyarakat harus bersatu dan melawan karena yang akan menerima dampak buruknya hanya masyarakat justru kalu kita diam saja mereka bakal senang mengeruk hasil dari bumi kalimantan ini,1
menteri lingkungan adem ayem,1
sedih sebenarnya lihat kalimantan dari dulu sampai sekarang habis dieksploitasi jangan harapin pemerintah  masyarakat lokal harusnya yang berusaha melindungi lingkungan  sendiri manusia rakus dari pulau jawa yang terus menerus mengeksploitasi kekayaan alam indonesia lahan lama kalimantan lahan baru yang segera berakhir seperti kalimantan adalah tanah papua,0
kompak lah semua warga kalimantan pertahankan hutan kalian demi masa depan anak cucu kalian,0
memang cuaca sekarang makin extrem kalau alam sudah rusak manusia juga akan punah,0
pembangunan di kalimantan itu hanya kiasa politik semua bermain petak kumpet secara logika ngapain bangun ibu kota di tengah hutan kenapa tidak membuat jalur rel kereta api saja ehh lupa kalau ada jalur kereta api nanti keliatan hutan yang gundul dari jendela kereta wkkw,0
tlg bahas bumn kita sektor terkait hutanamppemanfaatan yakni kertas kita pny pabrik kertas bhkn dlu sempat menjdi macan asia karena ekspor hingga timurtengah smua sblmampmsh kecilnya kompetisi oleh swasta sbg conto era kcil masa skolah dlu beli buku tulis merk letjesleces hebatnya dari smua anak kotaampbhkan diujung gunung bisa beli karena terjangkau next muncul sidu swasta yang diklaim lebih bgus ttpi hrg terpaut jauh lebih dari produksi bumn kita bukan benah dlm kompetisi malah muncul isue disuntik mati baik dari pihak dlmluar hingga pada akhirnya monopoli trjdi hingga pasca kematian leces data terkait kbutuhan kertas domestik serupa kbutuhan pokok hal yang paling mencolok adlh dlm penggunaan rokok slmtkan bumn kita dari tangan culas karena sjatinya bumn kontrol ekonomi kita bangkitkan kembali pt kertas kita andai bulog tidak sangkut hajat hidup orang banyak hari ini kita pun dapat lihat runtuhnya tembok bangunan itu,1
merem om percuma,0
yusrilrzkyy wakil rakyat kita yang terhormat dpr merem tidak awasi kementrian kita merem bagai angin lalu padahal kertas konsumsi harian dari sekolah kantor bakery produsen brg produsen sparepart sampai packaging rokok sumbang brp triliun  malah matiampdimatikan sekarang dikuasai swasta yang kaya anak turunnya,0
hutan kami di kalimanan habis karena ekploitas mereka yang di pulau jawa sana pembangunan kami jauh tertinggal sementara hasil alam kami habis dikuras dibawa keluar save borneo,0
terancam ancurrr negri wakanda,0
yang penting duit mumpung masih hidup ngumpulin duit masa depan hacur tidak masalah biarkan cucu cicit yang nanggung pasti mereka pintarpintar mengatasinyabegitulah pikiran manusia serakahgugat secara internasional agar merasa malu negara ini oh iyaa muka merekamereka sudah tebal,0
nah iya kan trnyata banyak yang berpikir sama waktu pertama kali saya mendengar kalimantan mau dibangun ikn kepikiran kalimantan ini kan pemasok oksigen dan paruparu dunia jika ada ikn dan pembangunan disekelilingnya dan nnt merambah ke seluruh pulau disana juga kan panas iya pasang ac pasti waktu tau disana susah air dan ngebangun tanggul sebenernya pejabat disana gimana iya ngurusnya  gara ikn ini malah baru bangun,0
negara maju ayo kita tanam pohon untuk menyalamatkan dunianegara berflowerhehe boi,1
jadi pilih presiden selanjutnya yang bnr iya pilih yang berani lawan oligarki bukan yang malah jadi bonekanya,1
selalu ada trade of antara kepentingan ekonomi dengan kerusakan lingkungan yang di timbulkannya tinggal di mana pemerintah dapat memberikan solusi jalan tengahnya agar kepentingan ekonomi terpenuhi tanpa menyebabkan adanya kerusakan lingkungan ekploitasi manusia terhadap alam menyebabkan ekploitasi manusia terhadap manusia semua itu terjadi karena keserakahan manusia keserakahan terjadi karena ketidakmampuan manusia mengendalikan keiingannya sesuai apa yang di bilang sama alquran telah tampak kerusakan didarat dan di laut akibat dari perbuatan tangan manusia allah menghendaki agar mereka merasakan sebagian dari akibat perbuatan mereka agar mereka kembali kepada jalan yang benar qs arrum,0
saya petani sawit nyari makan di sawitsiapa yang menikmati carbon,0
mungkin benar jika jkw orangnya bersih jujur tapi kebijakan  bak kue yang lezat bagi tikus berdasi,0
kita lihat saja apa yang akan terjadi setelah ibukota baru sudah berfungsi,1
kebutuhan masyarakat yang sejatinya hanyalah angan dan tidak merata apa  yang masyarakat butuhkan saat ini yang dikedepankan pride semata saja lagi dan lagi yang diuntungkan kembali ke lingkaran elit parpol itu sendiri gila  gimana nasib asn yang pangkatnya masih rendah butuh pulangpergi ke kota asalnya sdgkan tiket mahal sekaligajinya hanya cukup buat hidup di kota orang boro cukup buat ongkos pesawat,0
sebagai warga kalimantan barat hanya bisa bilang quotmalas nak ngomong dahquot,1
ambil saja sawitnya kalau yang punya pemerintah,1
pusing lah butuhkemajuan juga butuh alamdan di dampingi keserkahankiamat semakin dekat,0
manusia akan binasa karena keserakahannya sendiri,0
oligarki yang harus tanggung jawab di dunia dan akhirat nanti,0
mayoritas pemilik lahan sawit dan perambahan hutan di kalimantan di miliki dan di lakukan pejabat dan pengusaha dari luar kalimantandgn embel hutan hgu dan csr,0
masalah ini yang tidak diberitakan oleh mediamedia pendukungnya media seharusnya netral namun kenyataannya media sekarang juga ikut berpolitik menjadi alat untuk memberi image buruk lawan atau untuk menjatuhkan lawan tau lah siapa saja,0
modus bikin ibukota padahal mah nebangin pohon,0
sekalian nitip pesan min di singkawang sering terjadi pengerukan tanah dulu ada gunung sekarang gunungnya sudah habis di keruk jadi bukan hanya pohon tapi sampai tanahnya pun diambilmakanya beberapa waktu lalu di singkawang terjadi banjir besar karena air yang dulu ditampung tanah di gunung tersebut dan pohon sekarang sudah botakgundul,0
banyak pengusaha tambang kaya raya dari kalimantan mngkin mrk itu yang pada ngeruk dan bikin longsor,0
cranberriezsudah pasti bang pengusaha kasi pelicin ke pejabat aparat giliran rakyat protes rakyat malah ditindas banyak kasus seperti pak salim kancil disini terjadi pengusaha semakiiiiin kaya raya rakyat yang miskin dibiarkan semakin miskin kecemburuan sosial juga disana tinggi tidak heran sering juga ilmu hitam utk melancarkan aksi rakus mereka ad tuh salah satu daerah tambang besar di kendawangan cari tau aj sendiri gimana kehidupan disana,0
sabar iya sodaraku saya tinggal di pulau jawa saya turut prihatin di pulau jawa pun masih daerah dijadikan kawasan industri dan kota mandiri sedih pastinya nanti semua desa akan berubah jadi kota desa cantik hanya tinggal kenangan saya jadi ingin pindah negara,0
paru dunia dibanggakan dan dijadikan alasan supaya indonesia tidak boleh maju dan berkembang pulau lain gimana khususnya p jawa dan luar negeri gimana,1
di temapatku kabupaten sukamara kalimantan kmarin terjadi bnjir hingga sebulanan awal tidak pernah bnjir separah ini sawit perusahaan terus meluas,0
kalian dukung tuh program jokowi yang merusak bangsa ini menghamburkan uang t disaat negara ktitis,0
akankah tiba masanya di mana pohon pohon asli digantikan oleh pohon pohon sintetis,0
yang penting untuk pembangunan jawa dan supaya tidak ada mati lampu,0
sekarang pulau papua nih yang jadi korban berikutnya selain tambang sawit sudah mulai menggeliat disana,0
yuk bisa yuk masih sisanya larang penebangan amp laksanakan reboisasi,0
pak kat dayak hutan kalimantan menyusut ditunggu mandau terbangnya buat ngusir pembabat hutan,0
cie cie yang senang kena banjir karena hutan  habis hnya untuk cuan,0
haji  semakin sugih,1
meteri  konsep penyampaian bagusss bngtttt,2
kan presiden kita pengusaha kayuuu,1
memang media sjw saya harap wartawan dan karyawan dari narasi tinggal di hutan jangan di jakarta agar konsisten dengan beritanya,1
the end of the world can be stop now at this moment yes,1
yang komen cinta alam tapi masih buang sampah plastik sembarangan mana suaranya,1
hanya kamuyg lain engga adawkwk,1
marsmello ahaha,1
semoga para pemangku kebijakan tersadar semua jangan hanya aktif menjelang pemilihan saja tapi harus aktif juga tentang isu lingkungan hidup kitahaturnuhun narasi crew,1
cukup jakarta saja yang hancur dan tenggelam sebagai ibukota semoga kalimantan sebagai paru paru dunia masih memegang dan mejaga alamnya,0
apakah jokowi melihat video ini,1
ini narasi kadrun apa gimana jangan salah drun mau sebanyak apapun hutan ditebang tidak peduli yang penting pembangunan ikn berjalan lancar kalau ikn jadi kan kalian juga yang menikmatinya bahkan pekerja asing pun juga bisa menikmatinya ini semua sesuai dengan apa yang direncanakan pakde,0
ada negara meju yang punya hutan lebat,1
panglima kalimantan mohon kebijakannya ini berdampak sekali bagi saudara di kalimantan,0
httpsyoutubeqlbvgitoitu film documenter keren expedisi indonesia biru tambang kalimantan dan pejabat negara yang jadi pemilik ,0
setiap pembangunan psti selalu ada dampak jeleknya sederhananya macam bangun perumahan yang tdinya sawah,2
iya tapi jangan ugalan dong tetap memperhatikan alam,0
aku kerja di pt kayu legal logging lokasi di gunungmas kalteng memang setiap hari siangmalam pohon besar ditumbang setiap harinya selama puluhan tahun baik oleh pt maupun warga sekitar gilagilaan menebang pohon,0
pertanyaannya sekarang orang yang buat rumah kaca dan sibuk membuat asap pabrik terus tidak ada kompensasi ke kalimantan sedangkan orang kita yang sibuk menjaga hutan mereka sibuk mencemari alam kocak apa untungnya semua itu,0
saya asli orang jogjamerantau di kalimantan sejak tahun aduh saya sekarang benar menangis yang dulu kalimantan yang begitu perkasa dengan pohon pohon yang begitu besar hutan yang begitu luasgara gara tambang dan sawit kalimantan jadi hancursatwa satwa liar menjadi hilang,0
ijin tanya bang usaha tambang dan sawit ini pemilik sebagai pelaku  itu orang asli kalimantan orang di luar kalimantan atau dari kalangan pemerintah,0
warior kalo sawit  bang yang sya dengar dari beberapa orang yang kerja banyaknya milik pejabat mantan bupati mantan walikota mantan gubernur rakyat biasa juga punya tapi kalah luaskalo dari luar wilayah saya kurang tau,0
monggo di coba dulu telen juta dolar per minggu baru bicara satwa liar dan kebun hijau iya,0
rodenthood kau telen jt atau pun lebih dri ituhidup seseorang berapa lama dan makan kenyang seberapa toh alam rusak manusia jga akan musnah,0
rodenthood sifat manuisa itu rakusgunungpun mau di makanwalau ngak akan muatdan semua kerakusan itu jga akhirnya akan ngak jdi apamanusia itu cma bagian dri alam apapun yang di makandi minumdi hirup rusak maka manusianya pun akan rusaktanpa menyadarinya,0
bentar lagi jadi kota metropolitan karena ibukota pindah pembangunan akan masiv dan hutan akan hilangpabrik di bangunpikir sendiri iya,0
rezim sekarang makin parah,0
batalin saja bikin ikn di wilayah yang tidak banyak bacot di sumatera atau sulawesi,0
yang dikota kota besar  enak buat narasi perusakan hutanga sadar kota yang ditinggali saat ini dulunya hutan dan penuh satwa liar,0
bahas plumpang min bahas  yang sdhquot ditayangin tipi luar,1
pemerintah mana peduli dengan lingkungan selama investor bisa mengisi kantong kantong pejabat,0
kebun sawit bisa memproduksi sekitar ton oksigenhektartahundibandingkan dengan hutan tropis hny ton oksigenhektartahun,0
blom nonton videonya bang emisi karbonnya juga gede dan tanahnya jadi tidak bisa ditanami tumbuhan lain jadi kebon sawit bakal homogen tolong lihat dampak buruknya lebih parah,0
muhammadraffizakaria just saying ada risetnya juga itubtw aku sudah nonton  untuk buka lahan sawit mmg melepas banyak karbon tapi setidaknya ditanami tumbuhan lagi sawit yang bisa hasilkan oksigen bahkan lebih dari x yang dihasilkan hutan tropis dan krna ditanami tumbuhan lagi pelanpelan karbon akan diserap lagi walau perlu waktu lama dan tidak akan sama seperti hutan tropis menurutku yang lebih merusak tambang ketika komoditinya habis mereka biasanya ninggalin site begitu saja jgnkan reboisasi lubang galian tidak ditimbunmemang pro kontra si sawit dan tambang ini sisi baiknya mereka punya lapangan pekerjaan baru di sana memanfaatkan potensi kekayaan alam even sawit yang ternyata bisa menghasilkan oksigen yang tidak kalah dgn yang dihasilkan hutan tropissisi buruknya keanekaragaman hayati berkurang apalagi kalau di hutan yang ditebang ada spesies langka terus habitat hewan di hutan jadi hilang belum lagi masalah sosial masyarakat yang menggantungkan hidupnya ke hutanlagian kalo terus menerus koar masalah lingkungan hutan ditebang emgnya itu jawa dulunya bukan hutan iya langsung banyak gedungmalah ketika jawa overcrowd terus pada migrasi ke luar jawa di daerah ttp akan buka lahan juga buat hunian buat sawah kebun bedanya yang sawit sama tambang ini dilakukan perusahaan,1
menurutku  pelaku usaha sawit dan tambang ini sudah melebihi batas bro  sampai banjir besar gini,0
dadarmwndeforestasi hutan di jawa tidak begitu masif begoooo hutan di jawa tidak begitu luas kalimantan itu lebih luas daripada pulau jawa,0
therolldone bener  udah melampau kalo sampai banjir  meluas seperti gini,0
cukup anehsatu kalimantan mungkin satu negara ribut gara gara kalimantan disebut tempat jin buang anakdan semuanya seolah diam dan buta ketika tempatnya sendiri dibabad orang orang rakus yang jelas jelas merusak lingkunganya sendiri,0
iya tidak aneh buktinya dia yang nyebut begitu divonis bersalah yang cukup aneh itu ada komentar di sini yang miriplah dengan komen mu tiba hilang entah karena terhapus atau dihapus,0
kalimantan kan hutan jangan lupa disitu juga banyak sungai  bagus lagi tapi sekarang bisa dijadikan utk menyelundupkan barang ilegal disungai sungai,0
innalilahi,0
wahai masyarakat kalimantan sadarlah kaliankalimantan salah satu paru paru dunia jangan sampai rusak kalau sampai rusak pasti banyak bencana kedepanyalongsor dan banjiryg menikmati keuntungan dikalimantan hanya sebagian orang tapi kalau sudah rusakasyarakat kalimantan sndiri yang rugi,0
min jangan hanya bahas hutan di kalimantan saja bahas jg hutan yang ada di indonesia,1
katanya dijual orang jawapadahal yang tinggal di sono orang kalimantanini negara apa penjajahan,0
masa bodo sama riemangnya gua pikirin,0
dari mulai hari ini jangan bilang lagi paru paru duniakarena kerusakan sudah terjadi tahun ke tahun pemerintah ke pemerintah tidak ada perbaikan,0
bung karno bilang imperialisme tidak mati,1
apa lagi pembakaran hutan tiap tahun jadinya di kalimantan ada musim tambahan yaitu musim kabut hasil asap pembakaran hutan,0
baru ibukota ke kalimantan juga rusak sudah semua macet dmnaquot tolong ke papua aj ibukota dong,0
welcome to ikn mimpi buruk akan datang cepat atau lambat,0
gapapa manusia semakin banyak populasinya alam akan menyeimbangkan semua bencana lah penyeimbangnya,0
sya yang berada dijawa turut prihatintetapi setelah mendengar ibu kota mw pindah ke kalimantansaya jadi senang akhirnya akan ada sedikit iringquotan pejabat dengan mobil mewahnya dijalan ini,0
mereka menyuruh bangsa kita untuk menjaga oksigensedangkan mereka memproduksi penghasil karbon dengan gencarnya dan menjual ke kitamereka sehatkah,0
sebagai warga kalimantan kami harus siap menyandang berbagai konsekuensi yang terjadi disini hutan yang hilang lubang tambang terbuka dan berbagai aktifitas serakah manusia lain yang kaya hanya segelintir tapi semua masyarakat menjadi terdampak,0
manusia jawa sbntr lagi kalimantan di penuhi dengan manusia jawa,0
brianqjkk kamu maunya gimana gak boleh ada kebun sawitgk boleh ada tambang yakin gak di demo rakyat kalimantansoal iknrakyat kalimantan juga mayoritas mendukung,2
brianqjkk penduduk pulau jawa itu jauh lebih besar dari penduduk suku jawa itu sendiri artinya banyak pendatang dari luar jawa yang mencari hidup di pulau jawadan kita baik baik saja,1
jangan diam pak lawan kalau anda merasa warga kalimantan asli dan tempat leluhur anda ada disana jaga hutan jaga masa depan,0
brianqjkk  nyalahin suku lain karena udah hopeless dan helpless sama keadaan di kalimantan nikmatin gih mumpung masih ada kan bentar lagi jadi pulau ribuan kolam renang eh kolam tambang logika dipake kalo itu tanah kamu iya kamu yang nentuin  seneng banget sama pertikaian sosial daripada ngelawan oligarki kebanyakan hirup asap kebakaran jadi otaknya agak geser,0
mantap semoga makin maju kalimantan agar kayak jawa yang hutan udah habis buat rumah penduduk,0
aku sebagai warga negara yang tidak tinggal di kalimantan kira kira bisa bantu apa iya please sedih aku liatnya pengen kontribusi juga,1
salah satunya dgn cara teliti pilih pemimpin karena kebijakan yang luas dampaknya itu termasuk lingkungan mereka yang mengesahkan,1
kurangi penggunaan minyak goreng listrik gas kertas tisu,1
anak ingusan juga tahu kalo deforestasi itu buruk kelestarian hutan patut dijaga tapi masalah di dunia nyata kan bukan hanya soal menjaga kelestarian hutan tapi memajukan bangsa mensejahterakan masyarakat ibarat koin dengan dua sisi perkembangan manusia pasti akan menimbulkan kerusakan alam titikmari satukan suara biarkan hutan kalimantan lestari tidak tersentuh dengan konsekuensi tidak ada pembangunan soal masyarakatnya miskin dan terbelakang iya sebodo amat itu konsekuensinya atau mari bangun kalimantan dengan mengorbankan alam sementara suatu saat nanti setelah maju dan sejahtera dan punya uang manusia secara naluri akan berpikir tentang kelestarian alam dan perlahan memperbaiki dan menerapkan system yang lebih ramah lingkungan lihat eropa apa mereka selalu bersih dan menjaga alam wkwkwkwk kagak justru mereka inilah penyebab bumi hancur setelah ratusan tahun membabat alamnya sendiri dan juga alam di negara lain lewat penjajahan dan sekarang mereka punya duit untuk berlagak suci pongah dengan system dan teknologi yang mereka ciptakan yang terlalu mahal untuk diterapkan di negara berkembang manapun di dunia termasuk indonesia ingat tidak semua negara akan menjadi negara maju sampai kapanpun banyak yang akan stuck tertahan jadi sapi perah negara lain yang lebih maju apakah itu indonesia bisa jadi kalo terlalu nurutin apapun idealisme negara barat,1
lihat nasib india vs cina india yang dulu lebih kaya sekarang tidak ada apa apanya dibanding cina itulah akibat terlalu lembek dan nurut apapun perintah negara lain,1
banjir di mana yang disalahin hujan,0
jangan terlalu banyak omong nanti salah ngomong bisa kena pidana iteingat sebagai rakyat nurut saja otoriter berkedok demokrasi,1
sekalian dibuka saja perusahaan dan elite pemilik konsensi tsb paling orangnya itu saja,0
kekayaan alam negeri ini dijual hanya utk segelintir makhluk tamak harta,0
saya berharap perusahaan tambang dan sawit bangkrut,1
emang tujuan awal gitu jangan heran,1
fix ini mah diserang habis budzer rp,1
bagaimana deforesasi untuk transmigrasi,1
dulu kalau mau kerumah kluarga bisa sampai jam sekitar tahun an sekarang bisa smpe jam doang terus dulu sepinggiran jalan rays itu kebanyakan hutan sekarang sudah hampir semua pinggir jalan di kalimantan di isi oleh kebun sawit kebun karet ada juga pertambanganinfo lokasi banjarbaru batulicin,0
saya warga asli kalimantan aku tidak pernah merasakan banjir lama banjir besar dari kecil tapi beberapa tahun terakhir banjir tinggi sampai menenggelam kan rumah dulu tidak pernah kaya gini,0
jangan diam lawan dan konservasi,1
pembangunan tu bagus malah akan mudah di dilhat spt malaysia tu ke pelosok tahu siapa yang melakukan pembalakan kalau aksesnya sulit mudah kecolongan ilegal loging dan pemwrintah pusat lebih dekat dengan hutan kalimantan,0
puluhan tahun hanya buat cari duid masalah ini sama bule realisasinya ngak ada seandainya ada pun uang yang cair hanya,1
rezim itu ngertinya cuan,1
gini amat jadi wni,0
hutan di rusak oleh rezim s kehutanan ugm pulamasih yakin dengan pdip di ingat klw ganjar sampai saat ini yang ketahuan yang katanya se jalan dengan jkw tolong jangan pilih ganjar karena kaya jkw ,0
halah dari dulu juga kalimantan sering banjir jangan bangga kalo di sebut paruparu duania tapi negaraquot maju mana pernah memikirkan paruquotdunia mereka malah lebih gila merusak alam kalian sangat bodoh menghujat negara sendiri untuk memanfaatkan negarax sendiri tapi diam ketika negara lain seperti fripot merusak irian sampai sekarang,0
bahas juga min gunung emas papua di jual ke amrerika oleh cendana,1
perusakan hutanhasil kerja sama penjajah berambut hitam dgn kerajaan luar angkasa,0
hutan amazon kalimantan sudah diforestisasi demi ekonomi,0
kasihan warga kalimantanmiskin warganyaderita pulak hutannya dihabisiselamat yakudah resiko bergabung sama indonesia,0
hutan ku rusak langit ku bocor udara yang ku hisap tercemar makanan yang ku makan racun,0
ayok free child,1
agateslate ayok gak punya anak,1
kalimantan tersiksa menderita selama pulohan tahun disisihkan dari sdm infrastruktur dan pembangunan padahal selain hasil kayu kalimantan memiliki kekayaan sumberdaya alam diantaranya minyak dan gas bumi batubara dan berbagai bahan tambang lainnya namun semua hasil kekayaan itu dikeluarkan untuk mengembangkan tanah jawa sebuah diskriminasi yang sangat kejam,0
aku selalu bermimpi nunggu orang ada yang bisa ciptain penyakit mematikan orang kaya atau orang miskin kena intinya ngurangin populasi bukan hanya di indonesia tapi di seluruh dunia terlalu banyak manusia terlalu banyak kerusakan yang di ciptakan karena pada dasarnya manusia itu sifat  serakah tamak akan sesuatu jadi mau gimanapun selama manusia  banyak kerusakan bakal terus ada,0
